idx,time_utc,latitude,longitude,depth,n_picks,n_stations,n_P,n_S
816,2004-09-07T21:32:48.704766Z,-8.544572547754628,109.9501814453596,47.36328125,23,13,13,10
817,2004-09-08T02:43:59.699248Z,-9.56475845839553,111.49245257644492,125.48828125,22,18,15,7
818,2004-09-08T11:35:11.023763Z,-6.694602974175564,110.75068987602627,11.23046875,18,10,10,8
819,2004-09-08T18:34:36.427551Z,-7.859521287478815,109.78601570399815,115.72265625,13,10,8,5
820,2004-09-09T01:39:35.035094Z,-7.655476859389197,111.09398049835646,2.44140625,36,22,19,17
821,2004-09-09T15:18:42.801389Z,-7.809350835439635,108.98614253546631,105.95703125,18,12,10,8
822,2004-09-09T16:27:12.646694Z,-8.892760181832461,109.82232312756712,31.73828125,25,16,14,11
823,2004-09-09T19:21:16.566158Z,-9.025485651373398,110.30617696437997,78.61328125,28,16,13,15
824,2004-09-09T20:45:45.612061Z,-8.267989166619081,109.78529523714437,78.61328125,16,10,7,9
825,2004-09-10T15:49:24.756308Z,-8.90513782168353,110.94302265881852,23.92578125,19,11,9,10
826,2004-09-10T17:22:28.174520Z,-7.619361740863735,111.14470623773978,10.25390625,19,13,8,11
827,2004-09-10T20:22:59.979922Z,-8.541572298650031,112.12566882971065,136.23046875,35,26,16,19
828,2004-09-11T01:18:36.706103Z,-8.785173125710443,110.25537989365185,94.23828125,10,6,5,5
829,2004-09-11T01:43:20.450845Z,-7.559309076923071,109.8753647166657,15.13671875,16,9,9,7
830,2004-09-11T06:39:28.395606Z,-8.892932503883413,111.08309085952116,1.46484375,68,48,39,29
831,2004-09-11T07:41:17.595302Z,-8.099680738176543,111.28523377084862,139.16015625,10,6,5,5
832,2004-09-11T09:53:25.328392Z,-8.280644767116454,110.44642803874446,123.53515625,31,16,15,16
833,2004-09-11T22:41:48.912794Z,-8.496441440455728,111.1079244551989,30.76171875,13,7,7,6
834,2004-09-12T15:17:38.977096Z,-8.375628845035763,111.45109050306088,0.48828125,75,47,44,31
835,2004-09-12T18:21:24.789102Z,-9.11813587149797,108.90457623116455,188.96484375,10,7,4,6
836,2004-09-12T20:18:35.193747Z,-8.496795440105979,110.80260861363024,22.94921875,18,10,9,9
837,2004-09-13T16:54:32.172546Z,-8.472766852224447,110.80259003260385,19.04296875,15,9,7,8
838,2004-09-14T02:58:01.478835Z,-7.28100281884658,109.0260249443585,123.53515625,11,7,6,5
839,2004-09-14T07:56:18.782515Z,-10.583080380040785,112.13537418880894,8.30078125,36,27,13,23
840,2004-09-14T09:11:58.320561Z,-8.60471160306871,110.00099429876421,20.99609375,63,41,33,30
841,2004-09-14T11:58:20.161872Z,-8.929358627577379,110.7265339674314,75.68359375,38,21,17,21
842,2004-09-14T12:49:04.957512Z,-8.664088179339151,111.38817114610336,3.41796875,51,30,29,22
843,2004-09-14T16:33:27.373479Z,-10.284954564763344,111.64803854583646,126.46484375,23,14,13,10
844,2004-09-14T17:32:08.351298Z,-9.085562445094462,110.31888612221067,31.73828125,10,7,4,6
845,2004-09-14T17:38:11.620782Z,-8.603808529318647,111.4770977282821,26.85546875,33,21,20,13
846,2004-09-14T19:31:58.739691Z,-8.280506733728481,110.84058738997322,96.19140625,37,20,18,19
847,2004-09-14T20:00:47.782590Z,-8.4487283198452,110.81529165663946,31.73828125,22,12,11,11
848,2004-09-14T20:42:07.677789Z,-8.603808529318647,111.4770977282821,19.04296875,21,11,11,10
849,2004-09-14T21:08:01.658871Z,-8.267225385428436,111.5652431241272,53.22265625,8,5,4,4
850,2004-09-14T22:07:15.885856Z,-7.920182602393122,110.64973598001276,17.08984375,20,12,12,8
851,2004-09-15T03:27:42.374845Z,-8.929373048151081,110.3062289468361,13.18359375,26,18,16,10
852,2004-09-15T08:36:29.035107Z,-7.511176397454905,109.82467177782819,25.87890625,10,7,7,3
853,2004-09-15T10:46:21.157770Z,-8.784156266270296,109.59337611104685,62.98828125,37,24,18,19
854,2004-09-15T11:01:38.202316Z,-8.725110354150344,110.26814914087103,42.48046875,23,15,10,13
855,2004-09-15T11:58:59.714823Z,-8.280555308090424,110.2302760927234,91.30859375,11,8,5,6
856,2004-09-15T12:15:27.704204Z,-8.820559121994652,109.7587968019753,31.73828125,15,9,9,6
857,2004-09-15T18:45:20.784899Z,-8.951197204036278,111.79637606179486,12.20703125,24,13,12,12
858,2004-09-15T18:49:18.941355Z,-9.024532403289088,111.3635549152198,62.98828125,17,11,9,8
859,2004-09-15T18:52:08.039995Z,-7.35258788982769,108.88628390819252,187.98828125,16,12,10,6
860,2004-09-15T19:32:31.990761Z,-8.266427783953752,109.17510233664726,64.94140625,12,8,7,5
861,2004-09-15T19:33:25.407017Z,-8.339792817088297,111.36199716751074,121.58203125,35,20,18,17
862,2004-09-15T22:24:36.096054Z,-7.71289357692274,112.12234308666909,201.66015625,9,6,6,3
863,2004-09-16T11:37:35.309422Z,-7.617523718367672,111.91894026244017,198.73046875,9,6,4,5
864,2004-09-16T16:22:07.928417Z,-8.280555308090424,110.2302760927234,118.65234375,28,16,15,13
865,2004-09-16T16:28:54.369062Z,-8.91516390795114,111.79624908656275,17.08984375,22,13,12,10
866,2004-09-16T20:31:38.373870Z,-8.796762903798756,111.12113445296445,66.89453125,8,4,4,4
867,2004-09-17T00:40:05.317367Z,-7.448670005565703,112.12135619290807,200.68359375,9,6,4,5
868,2004-09-17T11:46:56.095589Z,-7.307267964195863,110.10405353432314,13.18359375,19,11,11,8
869,2004-09-17T12:15:42.819891Z,-8.616996939402103,110.71362192575188,16.11328125,43,23,23,20
870,2004-09-17T13:12:02.421855Z,-8.03716332194246,108.88368725845912,219.23828125,15,11,7,8
871,2004-09-17T13:58:04.666657Z,-8.280435087411517,110.09041500033017,93.26171875,51,32,28,23
872,2004-09-17T14:56:21.504301Z,-8.339765093768898,111.37471249661259,121.58203125,37,21,21,16
873,2004-09-17T17:11:54.008465Z,-8.941308386130933,110.19159100370085,39.55078125,17,13,8,9
874,2004-09-17T17:18:14.115964Z,-8.953394234830546,110.7138112918603,94.23828125,8,5,3,5
875,2004-09-17T18:09:18.460596Z,-8.267292060053498,111.53981850637507,94.23828125,11,7,4,7
876,2004-09-17T20:47:41.075784Z,-8.653064341198922,110.3445563175038,62.98828125,25,15,11,14
877,2004-09-18T09:12:46.548902Z,-8.411161612050021,111.64193266507748,133.30078125,24,18,13,11
878,2004-09-18T10:02:26.471977Z,-8.64106397796227,110.38274136408033,39.55078125,23,13,11,12
879,2004-09-18T11:17:40.569433Z,-7.727690874357682,110.0147872957996,13.18359375,10,5,5,5
880,2004-09-18T21:51:13.540912Z,-8.43657788223195,110.95519816629054,87.40234375,84,56,51,33
881,2004-09-18T23:47:49.768791Z,-8.917258132453918,110.16613959441355,36.62109375,8,5,4,4
882,2004-09-19T05:37:03.709235Z,-8.91726947840466,110.17887550414417,31.73828125,9,6,4,5
883,2004-09-19T15:15:42.056628Z,-8.579938484714466,111.41342179105541,20.01953125,9,6,5,4
884,2004-09-19T17:22:53.130789Z,-8.30458418357126,110.23025949174304,30.76171875,8,4,4,4
885,2004-09-19T18:41:29.072397Z,-9.048956506904839,111.17251836969004,0.48828125,43,33,31,12
886,2004-09-19T22:40:19.906089Z,-8.412128874640267,111.23497617030853,114.74609375,15,9,6,9
887,2004-09-19T23:11:09.088320Z,-6.729985565945316,111.34616502821612,31.73828125,9,5,4,5
888,2004-09-20T00:13:16.202176Z,-8.484790692827113,110.78987796726567,26.85546875,11,7,4,7
889,2004-09-20T04:42:08.409022Z,-8.267629891928538,111.39997950009388,123.53515625,31,20,15,16
890,2004-09-20T12:07:20.605460Z,-8.689121256526601,110.3827260096945,43.45703125,10,6,5,5
891,2004-09-20T13:14:33.279907Z,-9.238114508462965,112.12873675705079,1.46484375,9,6,4,5
892,2004-09-20T13:34:24.869453Z,-8.869049401270965,110.98118186972351,28.80859375,31,17,16,15
893,2004-09-20T14:05:10.707227Z,-8.544476439026699,111.12072265571585,95.21484375,9,5,5,4
894,2004-09-20T15:02:10.395487Z,-8.472776381485039,110.7898690786046,20.01953125,37,20,19,18
895,2004-09-20T16:42:12.391810Z,-8.38870962802483,110.26835573509467,14.16015625,55,34,31,24
896,2004-09-20T18:20:17.406770Z,-8.845325616987228,110.52274546210916,32.71484375,37,22,17,20
897,2004-09-20T19:38:46.312543Z,-8.268118899870275,111.14571330706742,141.11328125,11,7,7,4
898,2004-09-20T19:50:38.177158Z,-8.43679445782791,110.31920615595324,43.45703125,38,21,20,18
899,2004-09-20T23:54:11.781117Z,-8.917402140538789,110.42086019157858,38.57421875,20,15,6,14
900,2004-09-21T03:47:46.601001Z,-8.316375406192305,111.00592203157541,13.18359375,19,10,10,9
901,2004-09-21T19:52:09.848699Z,-8.721715099699303,112.12643830648757,87.40234375,11,7,6,5
902,2004-09-22T04:55:11.729984Z,-8.965289843408206,110.14062023766199,62.98828125,35,27,13,22
903,2004-09-22T06:11:25.440388Z,-8.399744509047716,109.5942924442802,62.98828125,31,18,16,15
904,2004-09-22T06:48:47.849597Z,-8.904819278608402,111.15951945625531,20.01953125,20,13,9,11
905,2004-09-22T10:16:15.553407Z,-8.496839068525471,110.73899975173249,24.90234375,17,9,8,9
906,2004-09-22T15:55:42.893960Z,-8.784902345142429,111.01926702303878,47.36328125,21,12,11,10
907,2004-09-22T16:41:12.252959Z,-8.315206694450124,111.59079952556263,105.95703125,19,13,7,12
908,2004-09-23T13:04:37.475758Z,-7.535280523415232,109.87539939738011,12.20703125,13,8,8,5
909,2004-09-23T13:08:46.022497Z,-7.49921933668012,109.86276095812946,31.73828125,21,13,12,9
910,2004-09-23T13:29:08.303834Z,-7.475209024014182,109.87548560228574,19.04296875,8,4,4,4
911,2004-09-23T13:51:47.137990Z,-8.833136337082413,110.86653953140957,32.71484375,18,11,8,10
912,2004-09-23T19:29:50.577278Z,-9.994671619867303,108.87493611371389,7.32421875,39,31,20,19
913,2004-09-23T20:44:16.650556Z,-8.941044532814393,111.04495761565444,31.73828125,43,26,23,20
914,2004-09-23T21:03:17.351147Z,-8.42358637328907,109.51792985156837,46.38671875,31,18,16,15
915,2004-09-23T21:31:15.509329Z,-8.232364677845643,110.92953803264231,16.11328125,16,9,8,8
916,2004-09-24T03:16:00.091782Z,-7.811179551098659,111.37358042446388,0.48828125,29,17,16,13
917,2004-09-24T03:44:21.740461Z,-8.892805872742679,111.15949806431213,28.80859375,29,16,14,15
918,2004-09-24T04:44:52.207478Z,-8.98942104508543,110.73930910390096,62.98828125,29,18,13,16
919,2004-09-24T06:15:19.327848Z,-7.535262127583041,109.8627081036145,15.13671875,11,7,6,5
920,2004-09-24T14:56:29.597796Z,-8.025398458157392,112.06004560366097,130.37109375,9,5,5,4
921,2004-09-24T16:48:35.372311Z,-9.034125505498757,108.91768388287132,156.73828125,26,21,14,12
922,2004-09-24T19:21:26.184609Z,-8.327577297962804,111.4509746158849,106.93359375,21,13,11,10
923,2004-09-25T12:26:01.577144Z,-8.845313931065965,110.40814273318448,37.59765625,15,8,8,7
924,2004-09-25T13:18:40.189334Z,-8.124416946072841,110.68793851171975,134.27734375,32,19,17,15
925,2004-09-25T16:04:17.259553Z,-7.304546671449576,108.88645720752784,189.94140625,15,11,10,5
926,2004-09-25T16:12:17.613334Z,-8.541572298650031,108.88162117028936,148.92578125,12,9,7,5
927,2004-09-25T16:12:21.794779Z,-7.857014105478788,108.88439367128677,227.05078125,15,12,8,7
928,2004-09-25T20:00:26.410581Z,-9.01304765654157,111.09601984692294,14.16015625,26,19,18,8
929,2004-09-25T20:53:44.576865Z,-8.797269059215107,110.49727900245504,88.37890625,13,9,5,8
930,2004-09-25T22:56:50.974664Z,-8.280593763130458,110.29384992113526,99.12109375,16,10,9,7
931,2004-09-26T08:22:54.771961Z,-8.917406940875106,110.44633242962381,31.73828125,44,26,22,22
932,2004-09-26T12:18:44.763332Z,-8.953378898497261,110.73928585387547,39.55078125,11,8,5,6
933,2004-09-26T17:41:04.793577Z,-8.268585725151102,110.30657069190002,24.90234375,9,5,4,5
934,2004-09-26T18:39:10.158442Z,-7.112380743836803,108.88713874437451,205.56640625,16,11,9,7
935,2004-09-26T19:18:14.395203Z,-7.943723067471574,111.15790264455288,95.21484375,24,21,21,3
936,2004-09-27T04:06:35.048358Z,-8.531010841571906,111.73132806911946,114.74609375,16,9,8,8
937,2004-09-27T15:59:30.382238Z,-8.628244389217484,109.70827718426047,36.62109375,77,56,53,24
938,2004-09-27T17:48:33.090920Z,-8.471471453434877,111.5530774420133,114.74609375,18,10,9,9
939,2004-09-27T18:04:53.323296Z,-7.965153242479131,112.11061830393734,0.48828125,18,13,11,7
940,2004-09-27T18:40:26.421739Z,-8.735408684860648,109.338937159688,38.57421875,18,13,12,6
941,2004-09-27T19:43:14.420030Z,-8.338783868749331,111.74343525290901,124.51171875,33,18,16,17
942,2004-09-28T01:17:06.869389Z,-9.013495426498798,110.6501488324991,17.08984375,12,9,6,6
943,2004-09-28T02:28:05.786413Z,-8.832693349422726,111.18485622789684,33.69140625,36,19,19,17
944,2004-09-28T12:10:45.827647Z,-8.820790010738532,111.12117432095519,31.73828125,11,7,5,6
945,2004-09-28T15:53:39.745170Z,-8.54380832425732,111.45150154932254,82.51953125,39,21,19,20
946,2004-09-28T19:56:58.063927Z,-8.400042660476716,111.27310659269428,99.12109375,22,12,11,11
947,2004-09-29T00:22:29.600871Z,-7.306260475560127,109.46983016927418,2.44140625,9,6,6,3
948,2004-09-29T01:46:31.043789Z,-8.553581873195139,108.881570390194,14.16015625,10,7,5,5
949,2004-09-29T06:40:02.142207Z,-8.70067459855937,111.10824812572004,60.05859375,27,16,14,13
950,2004-09-29T13:03:22.573949Z,-9.142098168510557,112.1155598124487,0.48828125,8,5,4,4
951,2004-09-29T15:33:26.719591Z,-8.819864358736261,111.541311174623,31.73828125,35,19,18,17
952,2004-09-29T17:10:52.933382Z,-8.28031689348591,111.0185906180119,114.74609375,31,18,17,14
953,2004-09-29T17:26:54.919882Z,-9.973234761057208,109.53917716893194,94.23828125,15,11,7,8
954,2004-09-29T17:39:28.465621Z,-8.061183094479707,108.88359182084096,235.83984375,24,20,20,4
955,2004-09-29T19:29:34.961112Z,-10.018688735036923,112.13247360508184,0.48828125,17,11,9,8
956,2004-09-30T09:17:21.555890Z,-8.737164308657826,110.66276916515777,39.55078125,42,24,21,21
957,2004-09-30T11:01:10.950307Z,-7.535280523415232,109.87539939738011,15.13671875,21,12,12,9
958,2004-09-30T15:29:33.168176Z,-8.448660155019539,110.89161220561708,78.61328125,8,5,5,3
959,2004-09-30T20:38:13.538772Z,-8.844971155499174,111.0193503140743,96.19140625,44,23,21,23
960,2004-09-30T22:33:20.167500Z,-8.051526491011732,111.33596684580102,4.39453125,16,8,8,8
961,2004-10-01T04:06:33.603705Z,-8.316623004969937,110.26839891041168,19.04296875,21,12,11,10
962,2004-10-01T05:15:31.025813Z,-7.859521287478815,109.78601570399815,113.76953125,15,9,9,6
963,2004-10-01T06:59:18.977771Z,-8.749183695829068,110.3572460480845,39.55078125,11,7,4,7
964,2004-10-01T10:39:15.457980Z,-7.210347062520692,109.55881602513249,8.30078125,11,6,6,5
965,2004-10-01T13:33:20.631415Z,-9.03663272750888,111.32536666539059,62.98828125,10,7,5,5
966,2004-10-01T14:40:13.992091Z,-8.809244095526157,110.33175778621239,38.57421875,34,18,18,16
967,2004-10-01T14:54:45.594524Z,-8.832144528308397,111.43949447815903,31.73828125,39,21,20,19
968,2004-10-01T17:34:22.076438Z,-8.917351955462719,110.29349935801194,77.63671875,25,15,11,14
969,2004-10-01T17:53:15.993186Z,-8.374858697495753,111.73083411136099,3.41796875,16,9,7,9
970,2004-10-01T18:45:12.524313Z,-8.277661914361518,112.0483109778213,31.73828125,13,10,7,6
971,2004-10-01T19:44:56.485517Z,-8.28034887033214,110.01412814314767,114.74609375,34,22,17,17
972,2004-10-01T22:03:07.576344Z,-8.952542477443345,111.3251770258323,20.99609375,9,5,5,4
973,2004-10-01T22:10:18.148276Z,-8.797150263275308,110.80284548484107,62.98828125,9,6,3,6
974,2004-10-01T22:43:18.211085Z,-8.544177677752971,109.72117454437148,62.98828125,82,51,51,31
975,2004-10-02T00:58:07.554307Z,-8.304608542364806,110.26840606879482,24.90234375,10,5,5,5
976,2004-10-02T14:26:38.179112Z,-8.280527377774273,110.1921319564743,123.53515625,57,37,35,22
977,2004-10-02T17:43:16.023945Z,-9.037450589399638,110.22972917186621,62.98828125,47,28,25,22
978,2004-10-02T18:35:27.877085Z,-8.268470126227442,110.14128430982909,55.17578125,9,6,6,3
979,2004-10-02T18:38:42.693592Z,-7.607625030942629,110.09108716119445,2.44140625,11,6,5,6
980,2004-10-02T20:59:55.538034Z,-8.5195890523281,109.47952306946071,5.37109375,11,7,7,4
981,2004-10-03T15:13:55.703457Z,-8.797267767940507,110.47181501389385,41.50390625,19,11,9,10
982,2004-10-03T19:42:01.857090Z,-8.940836697308345,111.17231989807978,23.92578125,36,20,19,17
983,2004-10-03T20:46:03.878782Z,-8.436082887101211,111.27317775894039,104.98046875,26,13,13,13
984,2004-10-03T21:36:17.318413Z,-8.61653797636641,111.13356417117357,95.21484375,23,13,11,12
985,2004-10-03T21:40:53.447782Z,-8.280642743138776,110.43371316436148,122.55859375,11,7,6,5
986,2004-10-04T04:30:50.545371Z,-7.499593543795363,110.78919227972823,111.81640625,12,6,6,6
987,2004-10-04T13:46:08.500351Z,-8.268034027266099,109.81072225060834,78.61328125,37,23,22,15
988,2004-10-04T19:14:18.823995Z,-9.085562445094462,110.31888612221067,34.66796875,28,19,16,12
989,2004-10-04T19:55:23.422974Z,-8.279464523306864,111.47628551759948,10.25390625,14,9,8,6
990,2004-10-04T21:09:56.605684Z,-8.076399879229783,110.50999920626374,95.21484375,14,9,8,6
991,2004-10-04T23:34:34.532218Z,-8.689002242862651,110.82821548786792,52.24609375,13,7,6,7
992,2004-10-05T01:24:51.319149Z,-7.306289359624733,109.48251363179072,2.44140625,10,6,6,4
993,2004-10-05T01:43:51.742628Z,-8.84529748425744,110.65008171474626,48.33984375,10,6,5,5
994,2004-10-05T15:16:52.527150Z,-8.424804745195447,110.6244806340854,22.94921875,42,24,22,20
995,2004-10-05T17:32:15.083473Z,-8.881046680650737,110.01335818187889,15.13671875,10,6,6,4
996,2004-10-06T10:08:00.228761Z,-9.121590607796993,110.29338119506352,38.57421875,15,9,9,6
997,2004-10-06T23:30:13.055313Z,-8.724741578398179,111.08282904249066,30.76171875,9,5,5,4
998,2004-10-07T03:28:26.158769Z,-8.051848715537737,109.84921498952791,95.21484375,10,5,5,5
999,2004-10-07T04:36:10.798551Z,-8.472872503721478,110.58633228013365,81.54296875,12,6,6,6
1000,2004-10-07T04:42:56.499405Z,-8.220544470910443,110.34473318179613,31.73828125,9,5,5,4
1001,2004-10-07T07:28:48.487930Z,-8.760940772991855,110.03897727343896,29.78515625,13,8,7,6
1002,2004-10-07T19:01:34.750339Z,-8.26801179896687,109.79800872603245,75.68359375,9,5,4,5
1003,2004-10-07T21:13:46.393983Z,-8.80912039465515,110.85378391710408,34.66796875,9,5,4,5
1004,2004-10-07T21:54:33.425428Z,-8.028192720349518,110.15420707409972,24.90234375,14,8,8,6
